Temperature, Rainfall, Humidity, Made-up
44.00,60.00,72.00,78.80
81.00,44.00,44.00,72.00
70.00,35.00,91.00,93.10
90.00,31.00,42.00,70.50
69.00,37.00,81.00,87.30
46.00,98.00,66.00,87.40
51.00,33.00,36.00,51.90
53.00,77.00,95.00,101.30
59.00,80.00,83.00,97.40
37.00,30.00,40.00,47.80
43.00,91.00,70.00,86.50
29.00,71.00,75.00,77.90
60.00,54.00,91.00,94.80
30.00,58.00,64.00,67.80
82.00,51.00,80.00,96.10
79.00,41.00,28.00,60.70
37.00,69.00,24.00,49.90
48.00,85.00,56.00,78.30
21.00,96.00,64.00,75.60
39.00,37.00,42.00,51.90
61.00,96.00,31.00,71.80
99.00,97.00,70.00,110.70
57.00,50.00,59.00,73.20
50.00,46.00,42.00,59.00
40.00,50.00,23.00,44.80
22.00,37.00,83.00,69.70
29.00,54.00,86.00,79.40
76.00,59.00,29.00,65.50
59.00,84.00,69.00,90.20
49.00,58.00,71.00,79.60
50.00,61.00,76.00,83.90
27.00,60.00,52.00,60.00
20.00,55.00,26.00,40.10
21.00,94.00,88.00,89.40
91.00,59.00,73.00,97.90
20.00,55.00,57.00,58.70
37.00,50.00,85.00,80.80
50.00,43.00,56.00,66.50
90.00,78.00,86.00,111.00
56.00,86.00,92.00,103.40
69.00,22.00,57.00,68.40
88.00,87.00,87.00,113.50
49.00,72.00,47.00,69.40
60.00,42.00,41.00,61.20
44.00,59.00,78.00,82.10
39.00,25.00,87.00,75.30
94.00,44.00,76.00,96.40
38.00,69.00,81.00,84.50
72.00,69.00,80.00,97.50
22.00,95.00,51.00,67.90
46.00,93.00,74.00,90.70
89.00,45.00,75.00,94.10
60.00,58.00,39.00,64.80
72.00,76.00,73.00,95.40
92.00,48.00,57.00,85.40
90.00,67.00,20.00,68.10
38.00,37.00,67.00,66.50
79.00,93.00,28.00,76.30
39.00,60.00,53.00,65.40
78.00,49.00,70.00,87.90
28.00,68.00,78.00,78.40
27.00,82.00,46.00,63.00
58.00,48.00,34.00,58.00
24.00,21.00,91.00,70.50
42.00,82.00,58.00,76.20
45.00,82.00,51.00,73.20
85.00,21.00,59.00,75.70
35.00,89.00,34.00,61.10
82.00,74.00,72.00,98.20
96.00,57.00,44.00,81.90
79.00,63.00,82.00,99.70
48.00,84.00,46.00,72.00
88.00,59.00,23.00,66.70
50.00,73.00,87.00,94.10
25.00,62.00,60.00,64.60
84.00,72.00,100.00,115.20
95.00,52.00,59.00,89.00
95.00,45.00,80.00,99.50
37.00,90.00,75.00,86.80
37.00,45.00,38.00,51.10
36.00,45.00,81.00,76.50
76.00,28.00,71.00,81.40
61.00,53.00,90.00,94.30
84.00,90.00,99.00,120.00
50.00,100.00,23.00,63.80
43.00,58.00,38.00,57.40
66.00,85.00,61.00,88.50
81.00,72.00,36.00,75.60
64.00,26.00,37.00,55.60
58.00,44.00,76.00,82.00
57.00,75.00,54.00,77.70
75.00,86.00,84.00,106.20
60.00,24.00,27.00,47.40
97.00,76.00,40.00,85.60
48.00,74.00,57.00,75.60
61.00,49.00,38.00,61.90
70.00,21.00,31.00,52.90
28.00,44.00,65.00,63.40
58.00,90.00,24.00,64.60
63.00,24.00,31.00,51.00
26.00,87.00,72.00,79.70
20.00,62.00,29.00,44.00
67.00,67.00,40.00,70.90
81.00,81.00,29.00,74.10
71.00,27.00,46.00,64.10
60.00,94.00,91.00,106.80
39.00,76.00,90.00,92.40
93.00,63.00,72.00,99.30
47.00,66.00,35.00,59.60
67.00,92.00,84.00,104.80
30.00,24.00,27.00,35.40
48.00,88.00,75.00,90.60
85.00,94.00,31.00,80.80
50.00,37.00,83.00,80.90
88.00,21.00,58.00,76.30
42.00,31.00,85.00,77.10
89.00,55.00,68.00,92.90
38.00,72.00,75.00,81.80
63.00,32.00,94.00,91.20
99.00,86.00,73.00,109.20
99.00,44.00,70.00,94.80
59.00,20.00,45.00,56.60
37.00,93.00,73.00,86.50
20.00,45.00,92.00,76.70
80.00,27.00,33.00,59.90
75.00,28.00,64.00,76.80
93.00,70.00,22.00,71.40
29.00,26.00,87.00,71.60
66.00,33.00,61.00,72.90
70.00,84.00,71.00,95.80
27.00,46.00,40.00,48.60
94.00,93.00,52.00,96.70
65.00,98.00,36.00,77.00
62.00,46.00,58.00,73.40
72.00,32.00,60.00,74.40
57.00,99.00,92.00,107.70
100.00,30.00,85.00,100.00
56.00,59.00,23.00,53.90
24.00,42.00,56.00,55.80
76.00,39.00,24.00,56.50
99.00,30.00,53.00,80.40
61.00,80.00,83.00,98.20
72.00,92.00,42.00,81.60
48.00,56.00,34.00,56.40
66.00,50.00,84.00,91.80
64.00,35.00,62.00,73.30
28.00,55.00,34.00,48.10
55.00,23.00,49.00,58.30
70.00,88.00,87.00,106.60
91.00,52.00,78.00,98.80
52.00,75.00,60.00,79.30
22.00,24.00,33.00,35.80
99.00,60.00,74.00,102.00
72.00,30.00,89.00,91.20
42.00,26.00,81.00,73.20
89.00,37.00,56.00,80.30
36.00,67.00,39.00,57.90
51.00,96.00,80.00,97.20
70.00,21.00,37.00,56.50
36.00,33.00,31.00,42.90
87.00,94.00,34.00,83.40
21.00,28.00,66.00,56.40
68.00,44.00,27.00,56.60
50.00,40.00,20.00,44.00
30.00,90.00,24.00,53.40
65.00,41.00,90.00,92.30
22.00,92.00,91.00,91.00
51.00,78.00,20.00,55.80
26.00,49.00,100.00,85.10
48.00,39.00,29.00,48.30
75.00,88.00,56.00,90.00
29.00,36.00,77.00,68.60
38.00,66.00,46.00,62.60
51.00,88.00,38.00,69.60
39.00,40.00,26.00,43.20
48.00,68.00,50.00,69.60
30.00,100.00,64.00,80.40
85.00,37.00,25.00,60.10
61.00,81.00,92.00,103.90
88.00,96.00,73.00,107.80
72.00,43.00,58.00,76.50
39.00,41.00,65.00,66.90
66.00,48.00,52.00,72.00
40.00,60.00,59.00,69.40
96.00,22.00,80.00,93.00
51.00,65.00,82.00,89.10
36.00,50.00,39.00,52.80
55.00,30.00,48.00,59.80
83.00,45.00,41.00,71.30
45.00,43.00,24.00,45.30
20.00,51.00,91.00,77.90
49.00,73.00,99.00,100.90
33.00,100.00,73.00,87.00
22.00,20.00,98.00,73.60
50.00,90.00,27.00,63.20
71.00,21.00,85.00,85.70
77.00,98.00,27.00,76.40
87.00,82.00,34.00,79.80
96.00,53.00,45.00,81.30
41.00,64.00,45.00,62.60
99.00,76.00,94.00,118.80
100.00,72.00,45.00,88.60
43.00,62.00,42.00,61.00
97.00,83.00,44.00,90.10
76.00,66.00,88.00,103.00
67.00,75.00,42.00,74.50
79.00,91.00,91.00,113.50
93.00,28.00,24.00,60.00
34.00,91.00,64.00,79.30
71.00,35.00,72.00,82.10
72.00,40.00,98.00,99.60
73.00,58.00,29.00,64.00
52.00,21.00,71.00,69.70
56.00,61.00,26.00,56.30
88.00,92.00,49.00,92.20
39.00,59.00,92.00,88.50
91.00,59.00,64.00,92.50
40.00,47.00,84.00,80.50
31.00,71.00,55.00,66.70
91.00,33.00,89.00,99.70
81.00,26.00,91.00,94.80
87.00,51.00,61.00,86.70
95.00,98.00,87.00,119.60
22.00,44.00,64.00,60.40
44.00,83.00,58.00,77.30
88.00,56.00,35.00,73.00
32.00,95.00,51.00,71.90
91.00,43.00,94.00,105.70
37.00,63.00,34.00,54.10
37.00,83.00,72.00,82.90
63.00,71.00,55.00,79.50
97.00,35.00,80.00,97.30
53.00,36.00,48.00,60.80
29.00,34.00,60.00,57.80
49.00,99.00,35.00,70.30
34.00,28.00,73.00,65.80
72.00,83.00,62.00,90.90
56.00,61.00,31.00,59.30
88.00,58.00,95.00,109.60
56.00,49.00,35.00,58.10
65.00,45.00,23.00,53.30
44.00,73.00,28.00,56.30
54.00,79.00,55.00,78.30
72.00,61.00,64.00,85.50
91.00,55.00,63.00,90.70
57.00,89.00,74.00,93.90
80.00,51.00,42.00,72.50
75.00,89.00,63.00,94.50
80.00,68.00,82.00,101.60
54.00,76.00,82.00,93.60
63.00,51.00,95.00,97.50
28.00,83.00,44.00,62.50
90.00,74.00,51.00,88.80
55.00,22.00,71.00,71.20
62.00,40.00,80.00,84.80
36.00,27.00,27.00,38.70
58.00,68.00,89.00,97.00
94.00,89.00,65.00,103.30
92.00,94.00,25.00,80.00
75.00,20.00,35.00,57.00
62.00,74.00,47.00,75.20
75.00,60.00,37.00,70.20
35.00,43.00,42.00,52.10
98.00,33.00,20.00,61.10
58.00,60.00,64.00,79.60
62.00,70.00,46.00,73.40
45.00,92.00,75.00,90.60
67.00,50.00,69.00,83.20
21.00,100.00,97.00,96.60
45.00,31.00,30.00,45.30
74.00,59.00,83.00,97.10
25.00,92.00,76.00,83.20
70.00,38.00,84.00,89.80
88.00,30.00,27.00,60.40
37.00,39.00,47.00,54.70
62.00,32.00,88.00,87.20
25.00,69.00,65.00,69.70
89.00,32.00,71.00,87.80
74.00,45.00,63.00,80.90
41.00,90.00,39.00,66.80
22.00,42.00,99.00,80.80
87.00,68.00,78.00,102.00
30.00,77.00,39.00,58.50
94.00,70.00,64.00,97.00
92.00,48.00,100.00,111.20
93.00,69.00,34.00,78.30
43.00,34.00,27.00,43.60
45.00,64.00,94.00,93.60
93.00,70.00,97.00,116.40
74.00,73.00,88.00,104.30
61.00,88.00,84.00,101.20
96.00,40.00,65.00,89.40
67.00,46.00,57.00,74.80
43.00,83.00,46.00,69.70
93.00,28.00,63.00,83.40
64.00,88.00,28.00,68.80
48.00,94.00,55.00,80.40
74.00,21.00,99.00,95.30
59.00,51.00,47.00,67.10
84.00,79.00,78.00,104.10
22.00,43.00,60.00,57.70
49.00,52.00,90.00,89.20
49.00,85.00,93.00,100.90
39.00,34.00,64.00,64.20
41.00,78.00,23.00,53.60
21.00,95.00,29.00,54.30
58.00,93.00,74.00,95.50
70.00,98.00,20.00,69.40
65.00,82.00,89.00,104.00
36.00,44.00,60.00,63.60
31.00,82.00,62.00,74.20
38.00,56.00,39.00,55.40
78.00,32.00,98.00,99.60
35.00,86.00,50.00,69.80
51.00,32.00,36.00,51.60
65.00,37.00,73.00,80.90
41.00,78.00,66.00,79.40
49.00,22.00,32.00,45.40
78.00,34.00,27.00,57.60
86.00,58.00,24.00,66.20
53.00,62.00,82.00,89.00
89.00,60.00,54.00,86.00
70.00,71.00,25.00,64.30
47.00,26.00,88.00,79.40
60.00,82.00,57.00,82.80
37.00,36.00,65.00,64.60
33.00,79.00,77.00,83.10
85.00,38.00,52.00,76.60
84.00,46.00,55.00,80.40
47.00,97.00,90.00,101.90
37.00,72.00,86.00,88.00
55.00,65.00,33.00,61.30
29.00,94.00,36.00,61.40
76.00,57.00,63.00,85.30
49.00,60.00,71.00,80.20
77.00,96.00,63.00,97.40
96.00,50.00,73.00,97.20
71.00,70.00,93.00,105.20
70.00,42.00,95.00,97.60
29.00,96.00,35.00,61.40
48.00,58.00,74.00,81.00
75.00,52.00,82.00,94.80
47.00,66.00,73.00,82.40
82.00,96.00,43.00,87.40
88.00,32.00,88.00,97.60
28.00,77.00,58.00,69.10
39.00,43.00,30.00,46.50
100.00,97.00,53.00,100.90
73.00,92.00,68.00,97.60
68.00,99.00,36.00,78.50
58.00,88.00,25.00,64.60
80.00,42.00,41.00,69.20
51.00,30.00,48.00,58.20
99.00,38.00,34.00,71.40
47.00,95.00,59.00,82.70
50.00,78.00,29.00,60.80
35.00,89.00,63.00,78.50
99.00,56.00,67.00,96.60
32.00,65.00,100.00,92.30
82.00,23.00,22.00,52.90
83.00,26.00,29.00,58.40
30.00,91.00,85.00,90.30
43.00,29.00,45.00,52.90
91.00,93.00,54.00,96.70
96.00,58.00,49.00,85.20
34.00,90.00,22.00,53.80
22.00,62.00,37.00,49.60
54.00,79.00,59.00,80.70
72.00,20.00,59.00,70.20
86.00,57.00,73.00,95.30
35.00,94.00,80.00,90.20
100.00,49.00,62.00,91.90
28.00,80.00,82.00,84.40
74.00,56.00,42.00,71.60
66.00,84.00,36.00,73.20
78.00,92.00,44.00,85.20
78.00,44.00,81.00,93.00
86.00,100.00,66.00,104.00
65.00,62.00,82.00,93.80
90.00,48.00,26.00,66.00
44.00,36.00,31.00,47.00
88.00,80.00,32.00,78.40
57.00,97.00,82.00,101.10
45.00,28.00,84.00,76.80
83.00,53.00,88.00,101.90
80.00,38.00,78.00,90.20
41.00,22.00,27.00,39.20
26.00,65.00,30.00,47.90
42.00,32.00,68.00,67.20
39.00,20.00,45.00,48.60
98.00,54.00,54.00,87.80
36.00,56.00,41.00,55.80
98.00,100.00,97.00,127.40
28.00,23.00,30.00,36.10
100.00,31.00,46.00,76.90
37.00,76.00,70.00,79.60
31.00,51.00,94.00,84.10
85.00,36.00,70.00,86.80
51.00,47.00,40.00,58.50
78.00,93.00,27.00,75.30
90.00,99.00,85.00,116.70
78.00,84.00,27.00,72.60
62.00,44.00,74.00,82.40
71.00,55.00,43.00,70.70
42.00,54.00,99.00,92.40
37.00,88.00,93.00,97.00
57.00,49.00,96.00,95.10
74.00,36.00,21.00,53.00
53.00,54.00,33.00,57.20
86.00,56.00,81.00,99.80
99.00,28.00,57.00,82.20
41.00,96.00,46.00,72.80
32.00,24.00,64.00,58.40
93.00,60.00,81.00,103.80
51.00,92.00,69.00,89.40
44.00,99.00,72.00,90.50
88.00,98.00,90.00,118.60
64.00,87.00,79.00,99.10
57.00,94.00,31.00,69.60
32.00,78.00,90.00,90.20
57.00,77.00,93.00,101.70
85.00,69.00,62.00,91.90
37.00,93.00,90.00,96.70
71.00,36.00,51.00,69.80
89.00,58.00,36.00,74.60
100.00,58.00,80.00,105.40
38.00,71.00,51.00,67.10
35.00,34.00,70.00,66.20
93.00,34.00,75.00,92.40
55.00,80.00,63.00,83.80
94.00,72.00,42.00,84.40
59.00,76.00,56.00,80.00
69.00,66.00,67.00,87.60
30.00,29.00,67.00,60.90
22.00,32.00,65.00,57.40
66.00,36.00,98.00,96.00
55.00,87.00,42.00,73.30
81.00,33.00,85.00,93.30
64.00,40.00,49.00,67.00
64.00,87.00,54.00,84.10
66.00,28.00,86.00,86.40
37.00,60.00,33.00,52.60
57.00,57.00,43.00,65.70
90.00,39.00,30.00,65.70
32.00,61.00,87.00,83.30
37.00,43.00,82.00,76.90
49.00,78.00,59.00,78.40
49.00,54.00,73.00,79.60
82.00,28.00,74.00,85.60
62.00,47.00,66.00,78.50
62.00,25.00,89.00,85.70
53.00,91.00,51.00,79.10
80.00,73.00,51.00,84.50
66.00,79.00,24.00,64.50
25.00,63.00,34.00,49.30
82.00,31.00,75.00,87.10
80.00,62.00,76.00,96.20
84.00,79.00,65.00,96.30
25.00,76.00,23.00,46.60
62.00,30.00,79.00,81.20
99.00,96.00,73.00,112.20
50.00,39.00,26.00,47.30
27.00,43.00,62.00,60.90
75.00,29.00,53.00,70.50
31.00,27.00,80.00,68.50
35.00,65.00,53.00,65.30
72.00,51.00,74.00,88.50
29.00,57.00,20.00,40.70
61.00,26.00,23.00,46.00
90.00,53.00,85.00,102.90
44.00,98.00,98.00,105.80
42.00,46.00,50.00,60.60
56.00,85.00,88.00,100.70
76.00,73.00,62.00,89.50
23.00,86.00,85.00,86.00
69.00,68.00,27.00,64.20
82.00,64.00,58.00,86.80
85.00,74.00,29.00,73.60
77.00,65.00,61.00,86.90
20.00,65.00,70.00,69.50
74.00,40.00,57.00,75.80
73.00,30.00,23.00,52.00
38.00,28.00,40.00,47.60
63.00,38.00,66.00,76.20
27.00,45.00,25.00,39.30
44.00,70.00,25.00,53.60
46.00,43.00,52.00,62.50
93.00,27.00,76.00,90.90
80.00,69.00,98.00,111.50
73.00,50.00,74.00,88.60
95.00,34.00,30.00,66.20
44.00,62.00,88.00,89.00
90.00,60.00,79.00,101.40
60.00,92.00,23.00,65.40
53.00,47.00,92.00,90.50
89.00,53.00,57.00,85.70
71.00,58.00,33.00,65.60
88.00,57.00,30.00,70.30
85.00,55.00,51.00,81.10
38.00,65.00,89.00,88.10
21.00,34.00,69.00,60.00
64.00,64.00,69.00,86.20
89.00,33.00,52.00,76.70
89.00,87.00,40.00,85.70
52.00,82.00,44.00,71.80
51.00,71.00,39.00,65.10
72.00,85.00,38.00,77.10
72.00,76.00,61.00,88.20
93.00,52.00,27.00,69.00
39.00,34.00,94.00,82.20
79.00,77.00,52.00,85.90
80.00,96.00,27.00,77.00
49.00,86.00,51.00,76.00
61.00,94.00,100.00,112.60
63.00,52.00,38.00,63.60
24.00,78.00,59.00,68.40
27.00,52.00,92.00,81.60
39.00,41.00,97.00,86.10
24.00,99.00,94.00,95.70
84.00,82.00,88.00,111.00
36.00,47.00,76.00,74.10
58.00,48.00,39.00,61.00
78.00,51.00,49.00,75.90
88.00,64.00,46.00,82.00
65.00,43.00,68.00,79.70
41.00,41.00,65.00,67.70
52.00,44.00,91.00,88.60
97.00,79.00,38.00,85.30
77.00,91.00,96.00,115.70
21.00,90.00,50.00,65.40
83.00,25.00,21.00,53.30
74.00,29.00,77.00,84.50
25.00,72.00,41.00,56.20
46.00,87.00,40.00,68.50
72.00,70.00,80.00,97.80
46.00,22.00,71.00,67.60
56.00,57.00,74.00,83.90
24.00,38.00,95.00,78.00
99.00,55.00,80.00,104.10
81.00,32.00,23.00,55.80
37.00,55.00,45.00,58.30
93.00,40.00,67.00,89.40
27.00,90.00,98.00,96.60
84.00,28.00,94.00,98.40
97.00,43.00,38.00,74.50
94.00,73.00,89.00,112.90
84.00,77.00,33.00,76.50
74.00,38.00,35.00,62.00
87.00,30.00,72.00,87.00
56.00,94.00,71.00,93.20
84.00,33.00,27.00,59.70
59.00,64.00,46.00,70.40
77.00,63.00,70.00,91.70
38.00,21.00,50.00,51.50
92.00,78.00,55.00,93.20
29.00,70.00,91.00,87.20
49.00,87.00,40.00,69.70
32.00,93.00,53.00,72.50
57.00,89.00,91.00,104.10
82.00,88.00,40.00,83.20
54.00,76.00,28.00,61.20
99.00,94.00,75.00,112.80
20.00,81.00,52.00,63.50
87.00,94.00,47.00,91.20
23.00,89.00,87.00,88.10
85.00,74.00,75.00,101.20
26.00,53.00,27.00,42.50
45.00,82.00,94.00,99.00
44.00,64.00,89.00,90.20
63.00,71.00,37.00,68.70
23.00,50.00,78.00,71.00
43.00,58.00,29.00,52.00
25.00,22.00,100.00,76.60
42.00,52.00,95.00,89.40
77.00,78.00,46.00,81.80
65.00,50.00,67.00,81.20
74.00,94.00,44.00,84.20
75.00,93.00,28.00,74.70
66.00,100.00,66.00,96.00
85.00,51.00,67.00,89.50
36.00,94.00,58.00,77.40
46.00,63.00,78.00,84.10
52.00,97.00,83.00,99.70
86.00,58.00,50.00,81.80
38.00,37.00,57.00,60.50
49.00,75.00,55.00,75.10
64.00,89.00,60.00,88.30
89.00,26.00,25.00,58.40
26.00,30.00,53.00,51.20
61.00,74.00,62.00,83.80
69.00,64.00,53.00,78.60
71.00,38.00,81.00,88.40
76.00,53.00,34.00,66.70
92.00,95.00,70.00,107.30
43.00,93.00,56.00,78.70
35.00,82.00,89.00,92.00
49.00,47.00,60.00,69.70
43.00,34.00,87.00,79.60
32.00,48.00,51.00,57.80
54.00,80.00,71.00,88.20
77.00,38.00,45.00,69.20
99.00,20.00,59.00,81.00
33.00,76.00,41.00,60.60
22.00,84.00,98.00,92.80
68.00,29.00,23.00,49.70
34.00,91.00,42.00,66.10
68.00,22.00,87.00,86.00
79.00,72.00,25.00,68.20
81.00,68.00,34.00,73.20
76.00,94.00,53.00,90.40
31.00,90.00,25.00,54.40
69.00,30.00,92.00,91.80
53.00,85.00,84.00,97.10
45.00,68.00,39.00,61.80
93.00,96.00,93.00,121.80
82.00,21.00,48.00,67.90
45.00,95.00,70.00,88.50
80.00,24.00,23.00,53.00
77.00,87.00,88.00,109.70
89.00,64.00,44.00,81.20
88.00,30.00,85.00,95.20
57.00,23.00,88.00,82.50
79.00,94.00,87.00,112.00
57.00,91.00,30.00,68.10
97.00,32.00,70.00,90.40
42.00,63.00,66.00,75.30
52.00,22.00,100.00,87.40
83.00,26.00,54.00,73.40
76.00,87.00,91.00,111.10
95.00,48.00,23.00,66.20
99.00,40.00,88.00,104.40
95.00,29.00,54.00,79.10
64.00,94.00,27.00,70.00
76.00,99.00,96.00,117.70
52.00,20.00,50.00,56.80
72.00,20.00,93.00,90.60
70.00,66.00,62.00,85.00
77.00,89.00,84.00,107.90
75.00,40.00,58.00,76.80
71.00,70.00,40.00,73.40
36.00,85.00,53.00,71.70
69.00,72.00,57.00,83.40
40.00,68.00,25.00,51.40
96.00,57.00,48.00,84.30
54.00,29.00,79.00,77.70
33.00,65.00,42.00,57.90
65.00,58.00,23.00,57.20
51.00,87.00,30.00,64.50
61.00,57.00,44.00,67.90
65.00,78.00,24.00,63.80
93.00,66.00,69.00,98.40
75.00,32.00,32.00,58.80
44.00,92.00,43.00,71.00
90.00,29.00,47.00,72.90
100.00,36.00,34.00,71.20
49.00,32.00,77.00,75.40
87.00,73.00,53.00,88.50
48.00,42.00,85.00,82.80
48.00,63.00,78.00,84.90
53.00,67.00,60.00,77.30
34.00,33.00,71.00,66.10
100.00,26.00,77.00,94.00
45.00,75.00,73.00,84.30
45.00,61.00,73.00,80.10
33.00,98.00,53.00,74.40
87.00,45.00,61.00,84.90
64.00,48.00,73.00,83.80
68.00,63.00,63.00,83.90
50.00,39.00,68.00,72.50
96.00,72.00,23.00,73.80
25.00,38.00,28.00,38.20
36.00,25.00,89.00,75.30
87.00,76.00,25.00,72.60
98.00,50.00,40.00,78.20
31.00,37.00,47.00,51.70
98.00,98.00,85.00,119.60
93.00,81.00,94.00,117.90
95.00,39.00,92.00,104.90
88.00,99.00,25.00,79.90
85.00,44.00,34.00,67.60
80.00,36.00,51.00,73.40
64.00,55.00,73.00,85.90
74.00,51.00,75.00,89.90
29.00,50.00,25.00,41.60
36.00,50.00,58.00,64.20
59.00,95.00,96.00,109.70
66.00,96.00,43.00,81.00
60.00,45.00,39.00,60.90
69.00,87.00,36.00,75.30
20.00,65.00,89.00,80.90
88.00,33.00,20.00,57.10
94.00,52.00,91.00,107.80
36.00,91.00,39.00,65.10
43.00,70.00,36.00,59.80
84.00,59.00,53.00,83.10
32.00,72.00,63.00,72.20
96.00,24.00,36.00,67.20
51.00,36.00,75.00,76.20
100.00,87.00,82.00,115.30
97.00,71.00,61.00,96.70
81.00,35.00,20.00,54.90
98.00,36.00,79.00,97.40
97.00,47.00,77.00,99.10
98.00,39.00,39.00,74.30
88.00,41.00,21.00,60.10
44.00,97.00,69.00,88.10
36.00,98.00,59.00,79.20
21.00,58.00,77.00,72.00
96.00,82.00,55.00,96.00
41.00,40.00,36.00,50.00
94.00,100.00,64.00,106.00
66.00,20.00,20.00,44.40
25.00,21.00,64.00,54.70
53.00,30.00,86.00,81.80
65.00,27.00,23.00,47.90
93.00,61.00,79.00,102.90
93.00,85.00,33.00,82.50
22.00,89.00,29.00,52.90
83.00,79.00,56.00,90.50
69.00,95.00,67.00,96.30
57.00,41.00,71.00,77.70
31.00,46.00,63.00,64.00
62.00,24.00,84.00,82.40
68.00,69.00,98.00,106.70
86.00,81.00,74.00,103.10
67.00,90.00,98.00,112.60
24.00,40.00,97.00,79.80
98.00,65.00,81.00,107.30
91.00,23.00,41.00,67.90
75.00,88.00,62.00,93.60
52.00,40.00,69.00,74.20
87.00,87.00,46.00,88.50
33.00,42.00,44.00,52.20
25.00,31.00,68.00,60.10
30.00,36.00,61.00,59.40
75.00,66.00,45.00,76.80
30.00,76.00,48.00,63.60
59.00,59.00,94.00,97.70
36.00,57.00,68.00,72.30
59.00,50.00,39.00,62.00
70.00,73.00,61.00,86.50
30.00,27.00,87.00,72.30
83.00,25.00,80.00,88.70
81.00,80.00,98.00,115.20
43.00,75.00,44.00,66.10
66.00,97.00,64.00,93.90
49.00,28.00,40.00,52.00
20.00,38.00,48.00,48.20
23.00,85.00,40.00,58.70
99.00,26.00,23.00,61.20
46.00,79.00,94.00,98.50
47.00,76.00,76.00,87.20
52.00,69.00,59.00,76.90
61.00,67.00,24.00,58.90
66.00,36.00,62.00,74.40
60.00,36.00,50.00,64.80
88.00,88.00,88.00,114.40
73.00,46.00,77.00,89.20
59.00,95.00,85.00,103.10
43.00,71.00,36.00,60.10
35.00,42.00,92.00,81.80
76.00,83.00,22.00,68.50
94.00,62.00,37.00,78.40
52.00,65.00,68.00,81.10
86.00,93.00,95.00,119.30
28.00,33.00,20.00,33.10
64.00,90.00,39.00,76.00
70.00,63.00,34.00,67.30
29.00,67.00,26.00,47.30
48.00,100.00,92.00,104.40
26.00,79.00,57.00,68.30
72.00,83.00,96.00,111.30
99.00,53.00,97.00,113.70
22.00,62.00,40.00,51.40
76.00,52.00,76.00,91.60
41.00,88.00,43.00,68.60
69.00,52.00,21.00,55.80
60.00,28.00,96.00,90.00
71.00,73.00,43.00,76.10
79.00,61.00,83.00,99.70
69.00,70.00,64.00,87.00
100.00,62.00,71.00,101.20
89.00,90.00,94.00,119.00
53.00,60.00,96.00,96.80
90.00,88.00,100.00,122.40
56.00,94.00,80.00,98.60
67.00,31.00,57.00,70.30
51.00,63.00,56.00,72.90
84.00,74.00,25.00,70.80
31.00,34.00,68.00,63.40
53.00,75.00,62.00,80.90
94.00,89.00,55.00,97.30
88.00,43.00,58.00,82.90
36.00,73.00,57.00,70.50
26.00,47.00,81.00,73.10
78.00,30.00,95.00,97.20
41.00,44.00,58.00,64.40
47.00,29.00,24.00,41.90
65.00,26.00,32.00,53.00
51.00,97.00,24.00,63.90
21.00,50.00,99.00,82.80
35.00,22.00,47.00,48.80
96.00,93.00,50.00,96.30
71.00,26.00,98.00,95.00
22.00,26.00,93.00,72.40
93.00,38.00,49.00,78.00
91.00,63.00,92.00,110.50
40.00,28.00,61.00,61.00
68.00,60.00,66.00,84.80
49.00,33.00,51.00,60.10
62.00,73.00,82.00,95.90
84.00,40.00,80.00,93.60
100.00,30.00,100.00,109.00
88.00,81.00,45.00,86.50
54.00,23.00,49.00,57.90
23.00,98.00,89.00,92.00
53.00,40.00,100.00,93.20
96.00,62.00,44.00,83.40
27.00,69.00,84.00,81.90
29.00,41.00,53.00,55.70
79.00,61.00,21.00,62.50
85.00,38.00,56.00,79.00
40.00,44.00,32.00,48.40
86.00,31.00,68.00,84.50
86.00,82.00,57.00,93.20
92.00,84.00,72.00,105.20
37.00,40.00,66.00,66.40
88.00,74.00,79.00,104.80
90.00,87.00,29.00,79.50
49.00,80.00,40.00,67.60
54.00,66.00,94.00,97.80
86.00,67.00,68.00,95.30
83.00,51.00,52.00,79.70
100.00,54.00,29.00,73.60
88.00,88.00,75.00,106.60
35.00,85.00,39.00,62.90
95.00,24.00,86.00,96.80
64.00,37.00,44.00,63.10
22.00,97.00,22.00,51.10
92.00,36.00,20.00,59.60
53.00,58.00,54.00,71.00
33.00,93.00,64.00,79.50
80.00,92.00,84.00,110.00
25.00,28.00,77.00,64.60
96.00,68.00,89.00,112.20
96.00,38.00,45.00,76.80
42.00,94.00,90.00,99.00
100.00,27.00,78.00,94.90
83.00,60.00,73.00,95.00
25.00,63.00,66.00,68.50
68.00,76.00,46.00,77.60
69.00,53.00,21.00,56.10
23.00,34.00,75.00,64.40
85.00,74.00,47.00,84.40
30.00,33.00,88.00,74.70
37.00,74.00,39.00,60.40
59.00,28.00,91.00,86.60
72.00,81.00,65.00,92.10
93.00,53.00,98.00,111.90
52.00,73.00,65.00,81.70
36.00,58.00,41.00,56.40
57.00,66.00,32.00,61.80
60.00,28.00,23.00,46.20
96.00,46.00,38.00,75.00
60.00,54.00,63.00,78.00
31.00,60.00,54.00,62.80
76.00,27.00,20.00,50.50
67.00,38.00,84.00,88.60
59.00,61.00,59.00,77.30
27.00,42.00,84.00,73.80
79.00,36.00,85.00,93.40
45.00,50.00,94.00,89.40
40.00,35.00,30.00,44.50
